username,location,text,tweet_date,hashtags_extracted,text_cleaned,loc_country
Charles Goodmacher,"New Mexico, USA",.@NMPHA_Official Thanks legislators! Requiring vaccination of Roundhouse visitors is a commonsense COVID-19 preventive measure...remote participation ensures all can safely access appropriate official public business #nmleg #nmpol https://t.co/nEa4qwP4Ss,2021-11-27 00:56:51+00:00,"nmleg,nmpol",nmphaoffici thank legisl requir vaccin roundhous visitor commonsens covid19 prevent measureremot particip ensur safe access appropri offici public busi nmleg nmpol,United States
Writer & Journalist,"Massachusetts, USA","COVID-19--Certificate of Vaccination ID--the Imaginary Virus dreamed up by a bunch of brain-dead billionaires pushing a Viral Farce on the world. Really dumb, because now they've put the spotlight on both Imaginary Viruses &amp; Themselves. Stay tuned for COVID: Virus That Never Was.",2021-11-27 00:46:20+00:00,,covid19certif vaccin idth imaginari viru dream bunch braindead billionair push viral farc world realli dumb theyv put spotlight imaginari virus amp stay tune covid viru never,United States
Miguel Marquez,"New York, NY",New Merck treatment only 30% effective rather than 50%. This virus just won’t stop.  Higher vaccination rates worldwide would be a very good defense.   https://t.co/sbtPHy8VWA,2021-11-27 00:36:57+00:00,,new merck treatment effect rather viru wont stop higher vaccin rate worldwid would good defens,United States
Quality Healthcare-Asset Management QHAM®,"Riverside, CA","Assisted living providers in group fined $19 million for not complying with COVID-19 vaccination mandate https://t.co/XBUhtAoX39 
@QHAM10 
#FridayFeeling #FridayMotivation #FridayThoughts #FridayThought #Friday",2021-11-27 00:36:27+00:00,"fridayfeeling,fridaymotivation,fridaythoughts,fridaythought,friday",assist live provid group fine million compli covid19 vaccin mandat qham10 fridayfeel fridaymotiv fridaythought fridaythought friday,United States
JamesFnX #BlackLivesMatter 💖💜💙,"Seattle, WA","Colonialism in continual action.

What the colonial powers have done to the rest of the world over COVID vaccination schemes is beyond a travesty.

https://t.co/4uV9g8rxpH",2021-11-27 00:24:24+00:00,,coloni continu action coloni power done rest world covid vaccin scheme beyond travesti,United States
Tania Banks,"Hawaii, kahala USA.",@NSWHealth And how do you know covid-19 vaccination can prevent the new variant B.1.1.529?,2021-11-27 00:22:44+00:00,,nswhealth know covid19 vaccin prevent new variant b11529,United States
Philip Chan,New York City ,"Jim Jordan Tuesday afternoon: he had contracted COVID-19, but appears to have not made any public disclosures of his health status. Jordan is both anti-vaxx and and anti-mask, and still refuses to reveal his vaccination status.",2021-11-27 00:01:20+00:00,,jim jordan tuesday afternoon contract covid19 appear made public disclosur health statu jordan antivaxx antimask still refus reveal vaccin statu,United States
Dr. Rachel Roper,"Greenville, NC","@Garakus_MV Every single scientific, medical and government committee recommends COVID vaccination: CDC, NIH, FDA, ACIP, AAAS, Am Academy Pediatrics, Am College of Obstetricians and Gynecologists, the Society for Maternal-Fetal Medicine even for pregnant women
 https://t.co/MgcSieqfCC",2021-11-28 23:59:00+00:00,,garakusmv everi singl scientif medic govern committe recommend covid vaccin cdc nih fda acip aaa academi pediatr colleg obstetrician gynecologist societi maternalfet medicin even pregnant woman,United States
3🏀 and Dubs 💫,The Rotten Apple,Assistant GM Joe Will said Sunday that #EvanderKane has been placed on waivers before his 21-game suspension for submitting a fake COVID-19 vaccination card ends.  🏒 #NHLTwitter #SanJoseSharks https://t.co/3CgpPpUiHE,2021-11-28 23:49:01+00:00,"evanderkane,nhltwitter,sanjosesharks",assist gm joe said sunday evanderkan place waiver 21game suspens submit fake covid19 vaccin card end nhltwitter sanjoseshark,United States
pdjmoo,USA and Global,"@ajplus The💰spigot is wide open.
The #vaccines and #BigPharma corporations are making trillions out of all of these #vaccines. #COVID19 already has raked in tens of billions - but at what cost to governments and the health systems?
💥THE GREAT VACCINE ROBBERY
https://t.co/SXHMrSVdRc",2021-11-28 23:48:08+00:00,"vaccines,bigpharma,vaccines,covid19",ajplu thespigot wide open vaccin bigpharma corpor make trillion vaccin covid19 alreadi rake ten billion cost govern health system great vaccin robberi,United States
Regina Phelps,"San Francisco, CA",#covid19 As science continues to evolve. Evidence is building that immunity from Covid19 infection is at least as strong as that from vaccination. Scientists are divided on the implications for vaccine policy. @scoopit https://t.co/K23LfOJgCD,2021-11-28 23:45:23+00:00,covid19,covid19 scienc continu evolv evid build immun covid19 infect least strong vaccin scientist divid implic vaccin polici scoopit,United States
"Tim Triche, Jr.","Grand Rapids, MI","@KellyScaletta @AlexanderKaty @atrupar Vaccination has not shown a uniformly stronger response than recovery. Neither one is 100% effective.

Israel has documented &gt;10K post-booster cases (~0.3%): https://t.co/z9374n4QzL

This is similar to Qatari unvaccinated reinfection estimates (~0.3%): https://t.co/Jw0KC1d96D

🤷‍♂️",2021-11-28 23:44:04+00:00,,kellyscaletta alexanderkati atrupar vaccin shown uniformli stronger respons recoveri neither one effect israel document gt10k postboost case similar qatari unvaccin reinfect estim,United States
KIWIChar,Not America 🌎,"The Whole Truth about Covid-19 vaccination, explained in video, words and graphics. https://t.co/QKqXJY50aI via @NZSTUFF.  #GetVaccinatedNow",2021-11-28 23:43:48+00:00,getvaccinatednow,whole truth covid19 vaccin explain video word graphic via nzstuff getvaccinatednow,United States
MrsE,"Delaware, The First State ",US Navy kicking US Marines tails on vaccination rate. Mainly because the Navy had a bad run with COVID-19. They learned the hard way.,2021-11-28 23:40:43+00:00,,u navi kick u marin tail vaccin rate mainli navi bad run covid19 learn hard way,United States
Ronald,"Chicago, Illinois, USA","@RitaWatnick To be fair, Pope Francis is in favor of COVID Vaccination.  It’s right-wing factions within the Church that have problems.

https://t.co/8UGKNPNEUJ",2021-11-28 23:25:17+00:00,,ritawatnick fair pope franci favor covid vaccin rightw faction within church problem,United States
CHS Barstool,Cameron High School,"The Marshall County Health Department will be at Cameron High School tomorrow, November 29, 2021. They will be giving out COVID-19 Vaccination Shots. If you're under the age of 18, you will need a parent with you.",2021-11-28 23:21:28+00:00,,marshal counti health depart cameron high school tomorrow novemb give covid19 vaccin shot your age need parent,United States
Ted Perlmutter,New York ,"@wotmeighn @Guy702Average @tedcruz If you are looking for things to blame:
 ""From June through September 2021, approximately 90,000 COVID-19 deaths among adults likely would have been prevented with vaccination.""

https://t.co/EAjny5tECQ",2021-11-28 23:21:00+00:00,,wotmeighn guy702averag tedcruz look thing blame june septemb approxim covid19 death among adult like would prevent vaccin,United States
✨Your Favorite Noona✨,New York,"Praying for our brothers and sisters in South Africa. This new COVID-19 variant is very worrisome and we need to ensure global aide is available for all affected. Noone should be left in the dark about available vaccination information, safety prevention and emerging health info.",2021-11-28 23:17:56+00:00,,pray brother sister south africa new covid19 variant worrisom need ensur global aid avail affect noon left dark avail vaccin inform safeti prevent emerg health info,United States
Vidmaninc,Texas,@anchorbabynotes @DefiantLs @BJacksonWrites Maybe next time you'll research and find that smallpox is entirely different scenario than a coronovirus given that smallpox has no animal reservoir and thus could be eradicated by a prolific vaccination campaign unlike a coronovirus such as COVID-19,2021-11-28 23:17:43+00:00,,anchorbabynot defiantl bjacksonwrit mayb next time youll research find smallpox entir differ scenario coronoviru given smallpox anim reservoir thu could erad prolif vaccin campaign unlik coronoviru covid19,United States
Ted Perlmutter,New York ,"@Guy702Average @tedcruz Higher vaccination rates would have helped.  
""From June through September 2021, approximately 90,000 COVID-19 deaths among adults likely would have been prevented with vaccination."" https://t.co/EAjny5tECQ",2021-11-28 23:13:21+00:00,,guy702averag tedcruz higher vaccin rate would help june septemb approxim covid19 death among adult like would prevent vaccin,United States
Emac in St. Louis 🎄🎅🌹🧀,St. Louis,What is your Covid-19 vaccination status?,2021-11-28 23:10:31+00:00,,covid19 vaccin statu,United States
bri ♡,KUMEYAAY LAND,i just filled out an entire covid-19 vaccination record card with my messy ass handwriting ugh LMAO,2021-11-28 23:04:56+00:00,,fill entir covid19 vaccin record card messi as handwrit ugh lmao,United States
Allentown Schools,"Allentown, PA",📣 ASD FAMILIES! The Allentown Health Bureau will host another COVID-19 vaccination clinic at Dieruff High School on December 9  from 3 - 6 PM. Click below to make an appointment: https://t.co/E5CXcLRJI8 https://t.co/NU7ang5iE7,2021-11-28 23:00:13+00:00,,asd famili allentown health bureau host anoth covid19 vaccin clinic dieruff high school decemb pm click make appoint,United States
Tribal Nation Israel,"Milwaukee, WI","Trump down played COVID-19 &amp; called it a hoax. Now Republicans anti-vaccination campaign &amp; unwillingness to support COVID mandates exists as the biggest problem allowing the virus to spread. If it continues, Americans are going to have to live with COVID with no end in sight. https://t.co/OLLbj2BvZs",2021-11-28 22:59:25+00:00,,trump play covid19 amp call hoax republican antivaccin campaign amp unwilling support covid mandat exist biggest problem allow viru spread continu american go live covid end sight,United States
USA TODAY Sports,USA TODAY,The San Jose Sharks waived forward Evander Kane before his 21-game suspension for submitting a fake COVID-19 vaccination card ended. https://t.co/rWassLo764,2021-11-28 22:55:00+00:00,,san jose shark waiv forward evand kane 21game suspens submit fake covid19 vaccin card end,United States
Cumberland County Schools,"Fayetteville, NC","The 'Need to Know' Updates for the Week of November 28 with information about the district's campaign with Univision, the next Cumberland Family Academy session, the CCS Virtual Choice Fair and the COVID-19 vaccination for 5-11 year olds is available now: https://t.co/Hh1qBwqyYK. https://t.co/3pxJXDcplp",2021-11-28 22:50:03+00:00,,need know updat week novemb inform district campaign univis next cumberland famili academi session cc virtual choic fair covid19 vaccin year old avail,United States
MasMaz,United States ,Vaccination provides full protection against severe outcomes of COVID-19 among U.S. Coast Guard - https://t.co/TPhtBBv0P7 https://t.co/16SwIpjmnz,2021-11-28 22:48:17+00:00,,vaccin provid full protect sever outcom covid19 among u coast guard,United States
KarrinkaBot 🏴‍☠️,"Albany, NY","Authorities will send out invitations to vaccination appointments to the 2 million people who are not yet fully vaccinated, and after Feb. 1, will begin imposing fines of around $4,000.
https://t.co/0bA6mLnLi2",2021-11-28 22:30:04+00:00,,author send invit vaccin appoint million peopl yet fulli vaccin feb begin impos fine around,United States
(Italian) Bamboo cryptologist,Ohio,"@KariLake COVID-19 virus is evolving to get better at becoming airborne, new study shows

Better ventilation and tight-fitting masks, in addition to widespread vaccination to help stop spread of the virus
#VoteScience #VoteBlue 
https://t.co/O5KLTwiY10",2021-11-28 22:28:28+00:00,"votescience,voteblue",karilak covid19 viru evolv get better becom airborn new studi show better ventil tightfit mask addit widespread vaccin help stop spread viru votesci voteblu,United States
FOX5 Las Vegas,Las Vegas,Assistant general manager Joe Will said Sunday that Kane has been placed on waivers before his 21-game suspension for submitting a fake COVID-19 vaccination card ends. https://t.co/IztTtfS0MU,2021-11-28 22:16:56+00:00,,assist gener manag joe said sunday kane place waiver 21game suspens submit fake covid19 vaccin card end,United States
Tin Fingers,"Orlando, FL",@Westygal @BigWolfDem @TomFitton Yes if you are over 65 or you have pre-existing conditions that could complicate your immune system you should get the vaccination. Young and healthy people have no problem dealing with covid-19. I certainly didn't. I work the whole time. https://t.co/pfnrZ4yyPI,2021-11-28 22:16:24+00:00,,westyg bigwolfdem tomfitton ye preexist condit could complic immun system get vaccin young healthi peopl problem deal covid19 certainli didnt work whole time,United States
